"REF_DATE","GEO","DGUID","Industry","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Nunavut","2016A000262","Total industries","Dollars","81","millions","6","v64599777","14.1","3097.6","","","","1"
"2019","Nunavut","2016A000262","Total industries","Dollars","81","millions","6","v64599777","14.1","3507.1","","","","1"
"1997","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","440.0","","","","1"
"1998","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","437.0","","","","1"
"1999","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","485.0","","","","1"
"2000","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","509.0","","","","1"
"2001","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","552.0","","","","1"
"2002","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","585.0","","","","1"
"2003","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","601.0","","","","1"
"2004","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","601.0","","","","1"
"2005","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","611.0","","","","1"
"2006","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","637.0","","","","1"
"2007","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","645.2","","","","1"
"2008","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","689.5","","","","1"
"2009","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","719.3","","","","1"
"2010","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","750.6","","","","1"
"2011","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","744.6","","","","1"
"2012","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","737.4","","","","1"
"2013","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","723.6","","","","1"
"2014","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","720.1","","","","1"
"2015","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","696.5","","","","1"
"2016","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","718.3","","","","1"
"2017","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","748.2","","","","1"
"2018","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","817.7","","","","1"
"2019","Canadian territorial enclaves abroad","","Total industries","Dollars","81","millions","6","v64599912","15.1","810.6","","","","1"


