"REF_DATE","GEO","DGUID","Labour force characteristics","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1995","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","7.8","","","","1"
"1996","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","6.9","","","","1"
"1997","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","5.9","","","","1"
"1998","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","5.6","","","","1"
"1999","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","5.7","","","","1"
"2000","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","5.0","","","","1"
"2001","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","4.7","","","","1"
"2002","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","5.3","","","","1"
"2003","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","5.1","","","","1"
"2004","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","4.7","","","","1"
"2005","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","4.0","","","","1"
"2006","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","3.6","","","","1"
"2007","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","3.7","","","","1"
"2008","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","3.8","","","","1"
"2009","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","6.8","","","","1"
"2010","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","6.6","","","","1"
"2011","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","5.5","","","","1"
"2012","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","4.7","","","","1"
"2013","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","4.6","","","","1"
"2014","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","4.8","","","","1"
"2015","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","6.1","","","","1"
"2016","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","8.2","","","","1"
"2017","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","8.0","","","","1"
"2018","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","6.5","","","","1"
"2019","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","6.8","","","","1"
"2020","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","11.3","","","","1"
"2021","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","8.6","","","","1"
"2022","Alberta","2016A000248","Unemployment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548932","10.8.1.1","5.8","","","","1"
"1990","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","6.9","","","","1"
"1991","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","8.6","","","","1"
"1992","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","9.8","","","","1"
"1993","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","9.7","","","","1"
"1994","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","8.6","","","","1"
"1995","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","8.0","","","","1"
"1996","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","7.0","","","","1"
"1997","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","5.7","","","","1"
"1998","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","5.7","","","","1"
"1999","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","6.0","","","","1"
"2000","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","5.0","","","","1"
"2001","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","4.8","","","","1"
"2002","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","5.7","","","","1"
"2003","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","5.2","","","","1"
"2004","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","4.6","","","","1"
"2005","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","3.9","","","","1"
"2006","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","3.4","","","","1"
"2007","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","3.5","","","","1"
"2008","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","3.7","","","","1"
"2009","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","7.4","","","","1"
"2010","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","6.9","","","","1"
"2011","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","5.6","","","","1"
"2012","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","4.7","","","","1"
"2013","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","4.5","","","","1"
"2014","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","4.6","","","","1"
"2015","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","6.5","","","","1"
"2016","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","8.8","","","","1"
"2017","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","8.5","","","","1"
"2018","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","6.8","","","","1"
"2019","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","7.5","","","","1"
"2020","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","11.6","","","","1"
"2021","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","8.6","","","","1"
"2022","Alberta","2016A000248","Unemployment rate","Males","15 years and over","Percentage","242","units","0","v1063548954","10.8.2.1","5.8","","","","1"
"1990","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","6.9","","","","1"
"1991","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","7.8","","","","1"
"1992","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","9.1","","","","1"
"1993","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","9.5","","","","1"
"1994","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","9.1","","","","1"
"1995","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","7.6","","","","1"
"1996","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","6.7","","","","1"
"1997","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","6.1","","","","1"
"1998","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","5.4","","","","1"
"1999","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","5.4","","","","1"
"2000","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","5.0","","","","1"
"2001","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","4.5","","","","1"
"2002","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","4.9","","","","1"
"2003","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","4.9","","","","1"
"2004","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","4.8","","","","1"
"2005","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","4.0","","","","1"
"2006","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","3.7","","","","1"
"2007","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","3.9","","","","1"
"2008","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","4.0","","","","1"
"2009","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","6.0","","","","1"
"2010","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","6.2","","","","1"
"2011","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","5.4","","","","1"
"2012","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","4.7","","","","1"
"2013","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","4.6","","","","1"
"2014","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","4.9","","","","1"
"2015","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","5.5","","","","1"
"2016","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","7.5","","","","1"
"2017","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","7.5","","","","1"
"2018","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","6.3","","","","1"
"2019","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","6.1","","","","1"
"2020","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","11.1","","","","1"
"2021","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","8.5","","","","1"
"2022","Alberta","2016A000248","Unemployment rate","Females","15 years and over","Percentage","242","units","0","v1063548976","10.8.3.1","5.8","","","","1"
"1990","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","72.5","","","","1"
"1991","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","72.6","","","","1"
"1992","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","72.2","","","","1"
"1993","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","71.8","","","","1"
"1994","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","72.0","","","","1"
"1995","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","72.3","","","","1"
"1996","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","72.3","","","","1"
"1997","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","72.2","","","","1"
"1998","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","72.6","","","","1"
"1999","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","72.6","","","","1"
"2000","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","72.2","","","","1"
"2001","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","72.3","","","","1"
"2002","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","72.9","","","","1"
"2003","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","73.5","","","","1"
"2004","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","73.5","","","","1"
"2005","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","72.7","","","","1"
"2006","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","73.6","","","","1"
"2007","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","74.5","","","","1"
"2008","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","74.8","","","","1"
"2009","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","74.6","","","","1"
"2010","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","73.2","","","","1"
"2011","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","73.9","","","","1"
"2012","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","73.9","","","","1"
"2013","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","73.4","","","","1"
"2014","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","72.9","","","","1"
"2015","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","73.4","","","","1"
"2016","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","72.4","","","","1"
"2017","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","72.1","","","","1"
"2018","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","71.8","","","","1"
"2019","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","71.7","","","","1"
"2020","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","68.9","","","","1"
"2021","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","69.7","","","","1"
"2022","Alberta","2016A000248","Participation rate","Both sexes","15 years and over","Percentage","242","units","0","v1063548998","10.9.1.1","69.8","","","","1"
"1990","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","80.9","","","","1"
"1991","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","80.7","","","","1"
"1992","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","80.0","","","","1"
"1993","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","79.1","","","","1"
"1994","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","78.9","","","","1"
"1995","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","79.4","","","","1"
"1996","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","79.6","","","","1"
"1997","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","79.4","","","","1"
"1998","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","79.6","","","","1"
"1999","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","79.2","","","","1"
"2000","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","79.1","","","","1"
"2001","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","78.8","","","","1"
"2002","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","79.3","","","","1"
"2003","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","79.9","","","","1"
"2004","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","79.6","","","","1"
"2005","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","79.2","","","","1"
"2006","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","80.0","","","","1"
"2007","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","81.0","","","","1"
"2008","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","81.4","","","","1"
"2009","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","80.7","","","","1"
"2010","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","79.2","","","","1"
"2011","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","80.4","","","","1"
"2012","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","80.1","","","","1"
"2013","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","79.4","","","","1"
"2014","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","79.0","","","","1"
"2015","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","79.5","","","","1"
"2016","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","78.5","","","","1"
"2017","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","78.1","","","","1"
"2018","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","77.3","","","","1"
"2019","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","77.2","","","","1"
"2020","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","74.8","","","","1"
"2021","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","74.7","","","","1"
"2022","Alberta","2016A000248","Participation rate","Males","15 years and over","Percentage","242","units","0","v1063549020","10.9.2.1","73.9","","","","1"
"1990","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","64.2","","","","1"
"1991","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","64.5","","","","1"
"1992","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","64.4","","","","1"
"1993","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","64.4","","","","1"
"1994","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","65.2","","","","1"
"1995","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","65.1","","","","1"
"1996","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","65.0","","","","1"
"1997","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","64.9","","","","1"
"1998","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","65.6","","","","1"
"1999","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","65.9","","","","1"
"2000","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","65.2","","","","1"
"2001","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","65.8","","","","1"
"2002","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","66.4","","","","1"
"2003","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","67.1","","","","1"
"2004","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","67.3","","","","1"
"2005","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","66.0","","","","1"
"2006","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","67.1","","","","1"
"2007","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","67.8","","","","1"
"2008","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","67.9","","","","1"
"2009","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","68.2","","","","1"
"2010","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","67.1","","","","1"
"2011","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","67.2","","","","1"
"2012","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","67.6","","","","1"
"2013","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","67.2","","","","1"
"2014","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","66.6","","","","1"
"2015","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","67.2","","","","1"
"2016","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","66.2","","","","1"
"2017","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","66.0","","","","1"
"2018","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","66.2","","","","1"
"2019","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","66.3","","","","1"
"2020","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","63.1","","","","1"
"2021","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","64.8","","","","1"
"2022","Alberta","2016A000248","Participation rate","Females","15 years and over","Percentage","242","units","0","v1063549042","10.9.3.1","65.6","","","","1"
"1990","Alberta","2016A000248","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063549064","10.10.1.1","67.6","","","","1"
"1991","Alberta","2016A000248","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063549064","10.10.1.1","66.6","","","","1"
"1992","Alberta","2016A000248","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063549064","10.10.1.1","65.4","","","","1"
"1993","Alberta","2016A000248","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063549064","10.10.1.1","64.9","","","","1"
"1994","Alberta","2016A000248","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063549064","10.10.1.1","65.7","","","","1"
"1995","Alberta","2016A000248","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063549064","10.10.1.1","66.6","","","","1"
"1996","Alberta","2016A000248","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063549064","10.10.1.1","67.4","","","","1"
"1997","Alberta","2016A000248","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063549064","10.10.1.1","67.9","","","","1"
"1998","Alberta","2016A000248","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063549064","10.10.1.1","68.6","","","","1"
"1999","Alberta","2016A000248","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063549064","10.10.1.1","68.4","","","","1"
"2000","Alberta","2016A000248","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063549064","10.10.1.1","68.6","","","","1"
"2001","Alberta","2016A000248","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063549064","10.10.1.1","68.9","","","","1"
"2002","Alberta","2016A000248","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063549064","10.10.1.1","69.1","","","","1"
"2003","Alberta","2016A000248","Employment rate","Both sexes","15 years and over","Percentage","242","units","0","v1063549064","10.10.1.1","69.8","","","","1"
